Operation,Duration,MapSelectivity,MapInputRec,MapOutputRec,Mappers,DataSize
shuffle_SC,686,10,5242880,524288,7,500
shuffle_SC,640,10,5242880,524288,7,500
shuffle_SC,669,10,5242880,524288,7,500
shuffle_SC,680,10,5242880,524288,7,500
shuffle_SC,664,10,5242880,524288,7,500
shuffle_SC,719,10,5242880,524288,7,500
shuffle_SC,643,10,5242880,524288,7,500
shuffle_SC,695,10,5242880,524288,7,500
shuffle_SC,2523,20,5242880,1048576,7,500
shuffle_SC,790,20,5242880,1048576,7,500
shuffle_SC,805,20,5242880,1048576,7,500
shuffle_SC,780,20,5242880,1048576,7,500
shuffle_SC,807,20,5242880,1048576,7,500
shuffle_SC,781,20,5242880,1048576,7,500
shuffle_SC,793,20,5242880,1048576,7,500
shuffle_SC,764,20,5242880,1048576,7,500
shuffle_SC,910,30,5242880,1572864,7,500
shuffle_SC,925,30,5242880,1572864,7,500
shuffle_SC,908,30,5242880,1572864,7,500
shuffle_SC,1697,30,5242880,1572864,7,500
shuffle_SC,2586,30,5242880,1572864,7,500
shuffle_SC,924,30,5242880,1572864,7,500
shuffle_SC,899,30,5242880,1572864,7,500
shuffle_SC,924,30,5242880,1572864,7,500
shuffle_SC,1024,40,5242880,2097152,7,500
shuffle_SC,2249,40,5242880,2097152,7,500
shuffle_SC,941,40,5242880,2097152,7,500
shuffle_SC,1062,40,5242880,2097152,7,500
shuffle_SC,1055,40,5242880,2097152,7,500
shuffle_SC,1043,40,5242880,2097152,7,500
shuffle_SC,1055,40,5242880,2097152,7,500
shuffle_SC,1763,40,5242880,2097152,7,500
shuffle_SC,1149,50,5242880,2621440,7,500
shuffle_SC,1197,50,5242880,2621440,7,500
shuffle_SC,1205,50,5242880,2621440,7,500
shuffle_SC,2758,50,5242880,2621440,7,500
shuffle_SC,1183,50,5242880,2621440,7,500
shuffle_SC,1196,50,5242880,2621440,7,500
shuffle_SC,1642,50,5242880,2621440,7,500
shuffle_SC,1177,50,5242880,2621440,7,500
shuffle_SC,1297,60,5242880,3145728,7,500
shuffle_SC,1337,60,5242880,3145728,7,500
shuffle_SC,1305,60,5242880,3145728,7,500
shuffle_SC,1309,60,5242880,3145728,7,500
shuffle_SC,3876,60,5242880,3145728,7,500
shuffle_SC,1169,60,5242880,3145728,7,500
shuffle_SC,1319,60,5242880,3145728,7,500
shuffle_SC,1313,60,5242880,3145728,7,500
shuffle_SC,1448,70,5242880,3670016,7,500
shuffle_SC,1439,70,5242880,3670016,7,500
shuffle_SC,1447,70,5242880,3670016,7,500
shuffle_SC,1444,70,5242880,3670016,7,500
shuffle_SC,1444,70,5242880,3670016,7,500
shuffle_SC,1430,70,5242880,3670016,7,500
shuffle_SC,2964,70,5242880,3670016,7,500
shuffle_SC,1910,70,5242880,3670016,7,500
shuffle_SC,1591,80,5242880,4194304,7,500
shuffle_SC,1591,80,5242880,4194304,7,500
shuffle_SC,1585,80,5242880,4194304,7,500
shuffle_SC,1596,80,5242880,4194304,7,500
shuffle_SC,1540,80,5242880,4194304,7,500
shuffle_SC,3384,80,5242880,4194304,7,500
shuffle_SC,1564,80,5242880,4194304,7,500
shuffle_SC,2037,80,5242880,4194304,7,500
shuffle_SC,5140,90,5242880,4718592,7,500
shuffle_SC,1661,90,5242880,4718592,7,500
shuffle_SC,1723,90,5242880,4718592,7,500
shuffle_SC,1644,90,5242880,4718592,7,500
shuffle_SC,1665,90,5242880,4718592,7,500
shuffle_SC,2057,90,5242880,4718592,7,500
shuffle_SC,1655,90,5242880,4718592,7,500
shuffle_SC,1660,90,5242880,4718592,7,500
shuffle_SC,769,10,7864320,786432,11,750
shuffle_SC,805,10,7864320,786432,11,750
shuffle_SC,788,10,7864320,786432,11,750
