Operation,Duration,MapSelectivity,MapInputRec,MapOutputRec,Mappers,DataSize
write_SC,187,10,5242880,524288,7,500
write_SC,189,10,5242880,524288,7,500
write_SC,190,10,5242880,524288,7,500
write_SC,205,10,5242880,524288,7,500
write_SC,183,10,5242880,524288,7,500
write_SC,207,10,5242880,524288,7,500
write_SC,193,10,5242880,524288,7,500
write_SC,221,10,5242880,524288,7,500
write_SC,248,20,5242880,1048576,7,500
write_SC,275,20,5242880,1048576,7,500
write_SC,257,20,5242880,1048576,7,500
write_SC,262,20,5242880,1048576,7,500
write_SC,271,20,5242880,1048576,7,500
write_SC,288,20,5242880,1048576,7,500
write_SC,297,20,5242880,1048576,7,500
write_SC,258,20,5242880,1048576,7,500
write_SC,357,30,5242880,1572864,7,500
write_SC,350,30,5242880,1572864,7,500
write_SC,1833,30,5242880,1572864,7,500
write_SC,298,30,5242880,1572864,7,500
write_SC,302,30,5242880,1572864,7,500
write_SC,374,30,5242880,1572864,7,500
write_SC,362,30,5242880,1572864,7,500
write_SC,343,30,5242880,1572864,7,500
write_SC,415,40,5242880,2097152,7,500
write_SC,1056,40,5242880,2097152,7,500
write_SC,337,40,5242880,2097152,7,500
write_SC,427,40,5242880,2097152,7,500
write_SC,425,40,5242880,2097152,7,500
write_SC,415,40,5242880,2097152,7,500
write_SC,392,40,5242880,2097152,7,500
write_SC,362,40,5242880,2097152,7,500
write_SC,461,50,5242880,2621440,7,500
write_SC,500,50,5242880,2621440,7,500
write_SC,511,50,5242880,2621440,7,500
write_SC,444,50,5242880,2621440,7,500
write_SC,512,50,5242880,2621440,7,500
write_SC,501,50,5242880,2621440,7,500
write_SC,452,50,5242880,2621440,7,500
write_SC,481,50,5242880,2621440,7,500
write_SC,522,60,5242880,3145728,7,500
write_SC,563,60,5242880,3145728,7,500
write_SC,565,60,5242880,3145728,7,500
write_SC,502,60,5242880,3145728,7,500
write_SC,463,60,5242880,3145728,7,500
write_SC,479,60,5242880,3145728,7,500
write_SC,567,60,5242880,3145728,7,500
write_SC,1352,60,5242880,3145728,7,500
write_SC,543,70,5242880,3670016,7,500
write_SC,1981,70,5242880,3670016,7,500
write_SC,538,70,5242880,3670016,7,500
write_SC,512,70,5242880,3670016,7,500
write_SC,583,70,5242880,3670016,7,500
write_SC,563,70,5242880,3670016,7,500
write_SC,1717,70,5242880,3670016,7,500
write_SC,529,70,5242880,3670016,7,500
write_SC,612,80,5242880,4194304,7,500
write_SC,594,80,5242880,4194304,7,500
write_SC,592,80,5242880,4194304,7,500
write_SC,614,80,5242880,4194304,7,500
write_SC,848,80,5242880,4194304,7,500
write_SC,1562,80,5242880,4194304,7,500
write_SC,592,80,5242880,4194304,7,500
write_SC,599,80,5242880,4194304,7,500
write_SC,632,90,5242880,4718592,7,500
write_SC,678,90,5242880,4718592,7,500
write_SC,651,90,5242880,4718592,7,500
write_SC,648,90,5242880,4718592,7,500
write_SC,648,90,5242880,4718592,7,500
write_SC,654,90,5242880,4718592,7,500
write_SC,676,90,5242880,4718592,7,500
write_SC,636,90,5242880,4718592,7,500
write_SC,2719,100,5242880,5242880,7,500
write_SC,2621,100,5242880,5242880,7,500
write_SC,272,10,7864320,786432,11,750
write_SC,285,10,7864320,786432,11,750
write_SC,298,10,7864320,786432,11,750
write_SC,304,10,7864320,786432,11,750
write_SC,267,10,7864320,786432,11,750
write_SC,281,10,7864320,786432,11,750
write_SC,304,10,7864320,786432,11,750
write_SC,255,10,7864320,786432,11,750
write_SC,357,20,7864320,1572864,11,750
write_SC,374,20,7864320,1572864,11,750
write_SC,400,20,7864320,1572864,11,750
write_SC,385,20,7864320,1572864,11,750
write_SC,388,20,7864320,1572864,11,750
write_SC,374,20,7864320,1572864,11,750
write_SC,397,20,7864320,1572864,11,750
write_SC,309,20,7864320,1572864,11,750
write_SC,469,30,7864320,2359296,11,750
write_SC,498,30,7864320,2359296,11,750
write_SC,410,30,7864320,2359296,11,750
write_SC,403,30,7864320,2359296,11,750
write_SC,1829,30,7864320,2359296,11,750
write_SC,488,30,7864320,2359296,11,750
write_SC,450,30,7864320,2359296,11,750
write_SC,404,30,7864320,2359296,11,750
write_SC,510,40,7864320,3145728,11,750
write_SC,2117,40,7864320,3145728,11,750
write_SC,504,40,7864320,3145728,11,750
write_SC,590,40,7864320,3145728,11,750
write_SC,2041,40,7864320,3145728,11,750
write_SC,477,40,7864320,3145728,11,750
write_SC,566,40,7864320,3145728,11,750
write_SC,564,40,7864320,3145728,11,750
write_SC,596,50,7864320,3932160,11,750
write_SC,621,50,7864320,3932160,11,750
write_SC,2119,50,7864320,3932160,11,750
write_SC,590,50,7864320,3932160,11,750
write_SC,595,50,7864320,3932160,11,750
write_SC,625,50,7864320,3932160,11,750
write_SC,635,50,7864320,3932160,11,750
write_SC,622,50,7864320,3932160,11,750
write_SC,2168,60,7864320,4718592,11,750
write_SC,1127,60,7864320,4718592,11,750
write_SC,722,60,7864320,4718592,11,750
write_SC,720,60,7864320,4718592,11,750
write_SC,690,60,7864320,4718592,11,750
write_SC,732,60,7864320,4718592,11,750
write_SC,651,60,7864320,4718592,11,750
write_SC,712,60,7864320,4718592,11,750
write_SC,629,70,7864320,5505024,11,750
write_SC,670,70,7864320,5505024,11,750
write_SC,661,70,7864320,5505024,11,750
write_SC,664,70,7864320,5505024,11,750
write_SC,666,70,7864320,5505024,11,750
write_SC,691,70,7864320,5505024,11,750
write_SC,673,70,7864320,5505024,11,750
write_SC,684,70,7864320,5505024,11,750
write_SC,782,80,7864320,6291456,11,750
write_SC,790,80,7864320,6291456,11,750
write_SC,836,80,7864320,6291456,11,750
write_SC,763,80,7864320,6291456,11,750
write_SC,697,80,7864320,6291456,11,750
