Operation,Duration,MapSelectivity,MapInputRec,MapOutputRec,Mappers,DataSize,BlockSize
write_SC,187,10,5242880,524288,7,500,64
shuffle_SC,686,10,5242880,524288,7,500,64
write_SC,189,10,5242880,524288,7,500,64
shuffle_SC,640,10,5242880,524288,7,500,64
write_SC,190,10,5242880,524288,7,500,64
shuffle_SC,669,10,5242880,524288,7,500,64
write_SC,205,10,5242880,524288,7,500,64
shuffle_SC,680,10,5242880,524288,7,500,64
write_SC,183,10,5242880,524288,7,500,64
shuffle_SC,664,10,5242880,524288,7,500,64
write_SC,207,10,5242880,524288,7,500,64
shuffle_SC,719,10,5242880,524288,7,500,64
write_SC,193,10,5242880,524288,7,500,64
shuffle_SC,643,10,5242880,524288,7,500,64
write_SC,221,10,5242880,524288,7,500,64
shuffle_SC,695,10,5242880,524288,7,500,64
read_SC,724,10,5242880,524288,7,500,64
collect_SC,82,10,5242880,524288,7,500,64
spill_SC,566,10,5242880,524288,7,500,64
merge_SC,10,10,5242880,524288,7,500,64
read_SC,718,10,5242880,524288,7,500,64
collect_SC,87,10,5242880,524288,7,500,64
spill_SC,569,10,5242880,524288,7,500,64
merge_SC,21,10,5242880,524288,7,500,64
read_SC,725,10,5242880,524288,7,500,64
collect_SC,82,10,5242880,524288,7,500,64
spill_SC,535,10,5242880,524288,7,500,64
merge_SC,8,10,5242880,524288,7,500,64
read_SC,774,10,5242880,524288,7,500,64
collect_SC,94,10,5242880,524288,7,500,64
spill_SC,556,10,5242880,524288,7,500,64
merge_SC,9,10,5242880,524288,7,500,64
read_SC,827,10,5242880,524288,7,500,64
collect_SC,81,10,5242880,524288,7,500,64
spill_SC,511,10,5242880,524288,7,500,64
merge_SC,8,10,5242880,524288,7,500,64
read_SC,769,10,5242880,524288,7,500,64
collect_SC,98,10,5242880,524288,7,500,64
spill_SC,583,10,5242880,524288,7,500,64
merge_SC,12,10,5242880,524288,7,500,64
read_SC,758,10,5242880,524288,7,500,64
collect_SC,84,10,5242880,524288,7,500,64
spill_SC,528,10,5242880,524288,7,500,64
merge_SC,9,10,5242880,524288,7,500,64
read_SC,746,10,5242880,524288,7,500,64
collect_SC,86,10,5242880,524288,7,500,64
spill_SC,561,10,5242880,524288,7,500,64
merge_SC,18,10,5242880,524288,7,500,64
read_SC,755,20,5242880,1048576,7,500,64
collect_SC,93,20,5242880,1048576,7,500,64
spill_SC,784,20,5242880,1048576,7,500,64
merge_SC,10,20,5242880,1048576,7,500,64
read_SC,720,20,5242880,1048576,7,500,64
collect_SC,107,20,5242880,1048576,7,500,64
spill_SC,802,20,5242880,1048576,7,500,64
merge_SC,8,20,5242880,1048576,7,500,64
read_SC,782,20,5242880,1048576,7,500,64
collect_SC,98,20,5242880,1048576,7,500,64
spill_SC,772,20,5242880,1048576,7,500,64
merge_SC,9,20,5242880,1048576,7,500,64
read_SC,793,20,5242880,1048576,7,500,64
collect_SC,121,20,5242880,1048576,7,500,64
spill_SC,778,20,5242880,1048576,7,500,64
merge_SC,9,20,5242880,1048576,7,500,64
read_SC,740,20,5242880,1048576,7,500,64
collect_SC,130,20,5242880,1048576,7,500,64
spill_SC,854,20,5242880,1048576,7,500,64
merge_SC,9,20,5242880,1048576,7,500,64
read_SC,867,20,5242880,1048576,7,500,64
collect_SC,99,20,5242880,1048576,7,500,64
spill_SC,784,20,5242880,1048576,7,500,64
merge_SC,8,20,5242880,1048576,7,500,64
write_SC,248,20,5242880,1048576,7,500,64
shuffle_SC,2523,20,5242880,1048576,7,500,64
read_SC,663,20,5242880,1048576,7,500,64
collect_SC,117,20,5242880,1048576,7,500,64
spill_SC,771,20,5242880,1048576,7,500,64
merge_SC,8,20,5242880,1048576,7,500,64
read_SC,761,20,5242880,1048576,7,500,64
collect_SC,110,20,5242880,1048576,7,500,64
spill_SC,782,20,5242880,1048576,7,500,64
merge_SC,12,20,5242880,1048576,7,500,64
write_SC,275,20,5242880,1048576,7,500,64
shuffle_SC,790,20,5242880,1048576,7,500,64
write_SC,257,20,5242880,1048576,7,500,64
shuffle_SC,805,20,5242880,1048576,7,500,64
write_SC,262,20,5242880,1048576,7,500,64
shuffle_SC,780,20,5242880,1048576,7,500,64
write_SC,271,20,5242880,1048576,7,500,64
shuffle_SC,807,20,5242880,1048576,7,500,64
write_SC,288,20,5242880,1048576,7,500,64
shuffle_SC,781,20,5242880,1048576,7,500,64
write_SC,297,20,5242880,1048576,7,500,64
shuffle_SC,793,20,5242880,1048576,7,500,64
write_SC,258,20,5242880,1048576,7,500,64
shuffle_SC,764,20,5242880,1048576,7,500,64
read_SC,789,30,5242880,1572864,7,500,64
collect_SC,143,30,5242880,1572864,7,500,64
spill_SC,1050,30,5242880,1572864,7,500,64
merge_SC,9,30,5242880,1572864,7,500,64
read_SC,764,30,5242880,1572864,7,500,64
collect_SC,142,30,5242880,1572864,7,500,64
spill_SC,1011,30,5242880,1572864,7,500,64
merge_SC,9,30,5242880,1572864,7,500,64
read_SC,697,30,5242880,1572864,7,500,64
collect_SC,143,30,5242880,1572864,7,500,64
spill_SC,1012,30,5242880,1572864,7,500,64
merge_SC,8,30,5242880,1572864,7,500,64
read_SC,723,30,5242880,1572864,7,500,64
collect_SC,153,30,5242880,1572864,7,500,64
spill_SC,1018,30,5242880,1572864,7,500,64
merge_SC,9,30,5242880,1572864,7,500,64
read_SC,803,30,5242880,1572864,7,500,64
collect_SC,115,30,5242880,1572864,7,500,64
spill_SC,1031,30,5242880,1572864,7,500,64
merge_SC,13,30,5242880,1572864,7,500,64
read_SC,756,30,5242880,1572864,7,500,64
collect_SC,114,30,5242880,1572864,7,500,64
spill_SC,1049,30,5242880,1572864,7,500,64
merge_SC,8,30,5242880,1572864,7,500,64
read_SC,869,30,5242880,1572864,7,500,64
collect_SC,117,30,5242880,1572864,7,500,64
spill_SC,1035,30,5242880,1572864,7,500,64
merge_SC,10,30,5242880,1572864,7,500,64
read_SC,793,30,5242880,1572864,7,500,64
collect_SC,155,30,5242880,1572864,7,500,64
spill_SC,991,30,5242880,1572864,7,500,64
merge_SC,9,30,5242880,1572864,7,500,64
write_SC,357,30,5242880,1572864,7,500,64
shuffle_SC,910,30,5242880,1572864,7,500,64
write_SC,350,30,5242880,1572864,7,500,64
shuffle_SC,925,30,5242880,1572864,7,500,64
write_SC,1833,30,5242880,1572864,7,500,64
shuffle_SC,908,30,5242880,1572864,7,500,64
write_SC,298,30,5242880,1572864,7,500,64
shuffle_SC,1697,30,5242880,1572864,7,500,64
write_SC,302,30,5242880,1572864,7,500,64
shuffle_SC,2586,30,5242880,1572864,7,500,64
write_SC,374,30,5242880,1572864,7,500,64
shuffle_SC,924,30,5242880,1572864,7,500,64
write_SC,362,30,5242880,1572864,7,500,64
shuffle_SC,899,30,5242880,1572864,7,500,64
write_SC,343,30,5242880,1572864,7,500,64
shuffle_SC,924,30,5242880,1572864,7,500,64
read_SC,736,40,5242880,2097152,7,500,64
collect_SC,172,40,5242880,2097152,7,500,64
spill_SC,1285,40,5242880,2097152,7,500,64
merge_SC,8,40,5242880,2097152,7,500,64
read_SC,676,40,5242880,2097152,7,500,64
collect_SC,168,40,5242880,2097152,7,500,64
spill_SC,1312,40,5242880,2097152,7,500,64
merge_SC,9,40,5242880,2097152,7,500,64
read_SC,768,40,5242880,2097152,7,500,64
collect_SC,153,40,5242880,2097152,7,500,64
spill_SC,1263,40,5242880,2097152,7,500,64
merge_SC,14,40,5242880,2097152,7,500,64
read_SC,767,40,5242880,2097152,7,500,64
collect_SC,150,40,5242880,2097152,7,500,64
spill_SC,1212,40,5242880,2097152,7,500,64
merge_SC,10,40,5242880,2097152,7,500,64
read_SC,776,40,5242880,2097152,7,500,64
collect_SC,133,40,5242880,2097152,7,500,64
spill_SC,1297,40,5242880,2097152,7,500,64
merge_SC,9,40,5242880,2097152,7,500,64
read_SC,815,40,5242880,2097152,7,500,64
collect_SC,161,40,5242880,2097152,7,500,64
spill_SC,1257,40,5242880,2097152,7,500,64
merge_SC,11,40,5242880,2097152,7,500,64
read_SC,779,40,5242880,2097152,7,500,64
collect_SC,150,40,5242880,2097152,7,500,64
spill_SC,1240,40,5242880,2097152,7,500,64
merge_SC,8,40,5242880,2097152,7,500,64
write_SC,415,40,5242880,2097152,7,500,64
shuffle_SC,1024,40,5242880,2097152,7,500,64
write_SC,1056,40,5242880,2097152,7,500,64
shuffle_SC,2249,40,5242880,2097152,7,500,64
write_SC,337,40,5242880,2097152,7,500,64
shuffle_SC,941,40,5242880,2097152,7,500,64
write_SC,427,40,5242880,2097152,7,500,64
shuffle_SC,1062,40,5242880,2097152,7,500,64
write_SC,425,40,5242880,2097152,7,500,64
shuffle_SC,1055,40,5242880,2097152,7,500,64
write_SC,415,40,5242880,2097152,7,500,64
shuffle_SC,1043,40,5242880,2097152,7,500,64
write_SC,392,40,5242880,2097152,7,500,64
shuffle_SC,1055,40,5242880,2097152,7,500,64
read_SC,680,40,5242880,2097152,7,500,64
collect_SC,166,40,5242880,2097152,7,500,64
spill_SC,1294,40,5242880,2097152,7,500,64
merge_SC,9,40,5242880,2097152,7,500,64
write_SC,362,40,5242880,2097152,7,500,64
shuffle_SC,1763,40,5242880,2097152,7,500,64
write_SC,461,50,5242880,2621440,7,500,64
shuffle_SC,1149,50,5242880,2621440,7,500,64
write_SC,500,50,5242880,2621440,7,500,64
shuffle_SC,1197,50,5242880,2621440,7,500,64
read_SC,718,50,5242880,2621440,7,500,64
collect_SC,149,50,5242880,2621440,7,500,64
spill_SC,1486,50,5242880,2621440,7,500,64
merge_SC,8,50,5242880,2621440,7,500,64
read_SC,733,50,5242880,2621440,7,500,64
collect_SC,168,50,5242880,2621440,7,500,64
spill_SC,1629,50,5242880,2621440,7,500,64
merge_SC,8,50,5242880,2621440,7,500,64
write_SC,511,50,5242880,2621440,7,500,64
shuffle_SC,1205,50,5242880,2621440,7,500,64
write_SC,444,50,5242880,2621440,7,500,64
shuffle_SC,2758,50,5242880,2621440,7,500,64
write_SC,512,50,5242880,2621440,7,500,64
shuffle_SC,1183,50,5242880,2621440,7,500,64
write_SC,501,50,5242880,2621440,7,500,64
shuffle_SC,1196,50,5242880,2621440,7,500,64
write_SC,452,50,5242880,2621440,7,500,64
shuffle_SC,1642,50,5242880,2621440,7,500,64
write_SC,481,50,5242880,2621440,7,500,64
shuffle_SC,1177,50,5242880,2621440,7,500,64
read_SC,867,50,5242880,2621440,7,500,64
collect_SC,155,50,5242880,2621440,7,500,64
spill_SC,1555,50,5242880,2621440,7,500,64
merge_SC,14,50,5242880,2621440,7,500,64
read_SC,762,50,5242880,2621440,7,500,64
collect_SC,184,50,5242880,2621440,7,500,64
spill_SC,1526,50,5242880,2621440,7,500,64
merge_SC,9,50,5242880,2621440,7,500,64
read_SC,772,50,5242880,2621440,7,500,64
collect_SC,173,50,5242880,2621440,7,500,64
spill_SC,1589,50,5242880,2621440,7,500,64
merge_SC,8,50,5242880,2621440,7,500,64
read_SC,799,50,5242880,2621440,7,500,64
collect_SC,169,50,5242880,2621440,7,500,64
spill_SC,1547,50,5242880,2621440,7,500,64
merge_SC,11,50,5242880,2621440,7,500,64
read_SC,749,50,5242880,2621440,7,500,64
collect_SC,136,50,5242880,2621440,7,500,64
spill_SC,1549,50,5242880,2621440,7,500,64
merge_SC,8,50,5242880,2621440,7,500,64
read_SC,736,50,5242880,2621440,7,500,64
collect_SC,178,50,5242880,2621440,7,500,64
spill_SC,1496,50,5242880,2621440,7,500,64
merge_SC,28,50,5242880,2621440,7,500,64
write_SC,522,60,5242880,3145728,7,500,64
shuffle_SC,1297,60,5242880,3145728,7,500,64
write_SC,563,60,5242880,3145728,7,500,64
shuffle_SC,1337,60,5242880,3145728,7,500,64
write_SC,565,60,5242880,3145728,7,500,64
shuffle_SC,1305,60,5242880,3145728,7,500,64
write_SC,502,60,5242880,3145728,7,500,64
shuffle_SC,1309,60,5242880,3145728,7,500,64
read_SC,757,60,5242880,3145728,7,500,64
collect_SC,190,60,5242880,3145728,7,500,64
spill_SC,1770,60,5242880,3145728,7,500,64
merge_SC,8,60,5242880,3145728,7,500,64
read_SC,700,60,5242880,3145728,7,500,64
collect_SC,197,60,5242880,3145728,7,500,64
spill_SC,1775,60,5242880,3145728,7,500,64
merge_SC,7,60,5242880,3145728,7,500,64
read_SC,710,60,5242880,3145728,7,500,64
collect_SC,188,60,5242880,3145728,7,500,64
spill_SC,1827,60,5242880,3145728,7,500,64
merge_SC,8,60,5242880,3145728,7,500,64
write_SC,463,60,5242880,3145728,7,500,64
shuffle_SC,3876,60,5242880,3145728,7,500,64
write_SC,479,60,5242880,3145728,7,500,64
shuffle_SC,1169,60,5242880,3145728,7,500,64
write_SC,567,60,5242880,3145728,7,500,64
shuffle_SC,1319,60,5242880,3145728,7,500,64
write_SC,1352,60,5242880,3145728,7,500,64
shuffle_SC,1313,60,5242880,3145728,7,500,64
read_SC,741,60,5242880,3145728,7,500,64
collect_SC,229,60,5242880,3145728,7,500,64
spill_SC,1915,60,5242880,3145728,7,500,64
merge_SC,8,60,5242880,3145728,7,500,64
read_SC,749,60,5242880,3145728,7,500,64
collect_SC,209,60,5242880,3145728,7,500,64
spill_SC,1781,60,5242880,3145728,7,500,64
merge_SC,8,60,5242880,3145728,7,500,64
read_SC,746,60,5242880,3145728,7,500,64
collect_SC,201,60,5242880,3145728,7,500,64
spill_SC,1887,60,5242880,3145728,7,500,64
merge_SC,8,60,5242880,3145728,7,500,64
read_SC,796,60,5242880,3145728,7,500,64
collect_SC,186,60,5242880,3145728,7,500,64
spill_SC,1776,60,5242880,3145728,7,500,64
merge_SC,12,60,5242880,3145728,7,500,64
read_SC,752,60,5242880,3145728,7,500,64
collect_SC,200,60,5242880,3145728,7,500,64
spill_SC,1793,60,5242880,3145728,7,500,64
merge_SC,12,60,5242880,3145728,7,500,64
write_SC,543,70,5242880,3670016,7,500,64
shuffle_SC,1448,70,5242880,3670016,7,500,64
write_SC,1981,70,5242880,3670016,7,500,64
shuffle_SC,1439,70,5242880,3670016,7,500,64
write_SC,538,70,5242880,3670016,7,500,64
shuffle_SC,1447,70,5242880,3670016,7,500,64
write_SC,512,70,5242880,3670016,7,500,64
shuffle_SC,1444,70,5242880,3670016,7,500,64
write_SC,583,70,5242880,3670016,7,500,64
shuffle_SC,1444,70,5242880,3670016,7,500,64
write_SC,563,70,5242880,3670016,7,500,64
shuffle_SC,1430,70,5242880,3670016,7,500,64
write_SC,1717,70,5242880,3670016,7,500,64
shuffle_SC,2964,70,5242880,3670016,7,500,64
write_SC,529,70,5242880,3670016,7,500,64
shuffle_SC,1910,70,5242880,3670016,7,500,64
read_SC,665,70,5242880,3670016,7,500,64
collect_SC,213,70,5242880,3670016,7,500,64
spill_SC,2093,70,5242880,3670016,7,500,64
merge_SC,9,70,5242880,3670016,7,500,64
read_SC,766,70,5242880,3670016,7,500,64
collect_SC,215,70,5242880,3670016,7,500,64
spill_SC,2062,70,5242880,3670016,7,500,64
merge_SC,8,70,5242880,3670016,7,500,64
read_SC,840,70,5242880,3670016,7,500,64
collect_SC,212,70,5242880,3670016,7,500,64
spill_SC,2041,70,5242880,3670016,7,500,64
merge_SC,19,70,5242880,3670016,7,500,64
read_SC,738,70,5242880,3670016,7,500,64
collect_SC,239,70,5242880,3670016,7,500,64
spill_SC,2037,70,5242880,3670016,7,500,64
merge_SC,8,70,5242880,3670016,7,500,64
read_SC,818,70,5242880,3670016,7,500,64
collect_SC,234,70,5242880,3670016,7,500,64
spill_SC,2067,70,5242880,3670016,7,500,64
merge_SC,7,70,5242880,3670016,7,500,64
read_SC,851,70,5242880,3670016,7,500,64
collect_SC,219,70,5242880,3670016,7,500,64
spill_SC,2080,70,5242880,3670016,7,500,64
merge_SC,16,70,5242880,3670016,7,500,64
read_SC,762,70,5242880,3670016,7,500,64
collect_SC,226,70,5242880,3670016,7,500,64
spill_SC,2164,70,5242880,3670016,7,500,64
merge_SC,11,70,5242880,3670016,7,500,64
read_SC,765,70,5242880,3670016,7,500,64
collect_SC,231,70,5242880,3670016,7,500,64
spill_SC,2076,70,5242880,3670016,7,500,64
merge_SC,10,70,5242880,3670016,7,500,64
write_SC,612,80,5242880,4194304,7,500,64
shuffle_SC,1591,80,5242880,4194304,7,500,64
write_SC,594,80,5242880,4194304,7,500,64
shuffle_SC,1591,80,5242880,4194304,7,500,64
write_SC,592,80,5242880,4194304,7,500,64
shuffle_SC,1585,80,5242880,4194304,7,500,64
write_SC,614,80,5242880,4194304,7,500,64
shuffle_SC,1596,80,5242880,4194304,7,500,64
write_SC,848,80,5242880,4194304,7,500,64
shuffle_SC,1540,80,5242880,4194304,7,500,64
read_SC,762,80,5242880,4194304,7,500,64
collect_SC,279,80,5242880,4194304,7,500,64
spill_SC,2376,80,5242880,4194304,7,500,64
merge_SC,8,80,5242880,4194304,7,500,64
read_SC,841,80,5242880,4194304,7,500,64
collect_SC,299,80,5242880,4194304,7,500,64
spill_SC,2423,80,5242880,4194304,7,500,64
merge_SC,9,80,5242880,4194304,7,500,64
read_SC,699,80,5242880,4194304,7,500,64
collect_SC,270,80,5242880,4194304,7,500,64
spill_SC,2272,80,5242880,4194304,7,500,64
merge_SC,11,80,5242880,4194304,7,500,64
read_SC,710,80,5242880,4194304,7,500,64
collect_SC,255,80,5242880,4194304,7,500,64
spill_SC,2396,80,5242880,4194304,7,500,64
merge_SC,8,80,5242880,4194304,7,500,64
write_SC,1562,80,5242880,4194304,7,500,64
shuffle_SC,3384,80,5242880,4194304,7,500,64
read_SC,726,80,5242880,4194304,7,500,64
collect_SC,233,80,5242880,4194304,7,500,64
spill_SC,2301,80,5242880,4194304,7,500,64
merge_SC,8,80,5242880,4194304,7,500,64
write_SC,592,80,5242880,4194304,7,500,64
shuffle_SC,1564,80,5242880,4194304,7,500,64
write_SC,599,80,5242880,4194304,7,500,64
shuffle_SC,2037,80,5242880,4194304,7,500,64
read_SC,805,80,5242880,4194304,7,500,64
collect_SC,246,80,5242880,4194304,7,500,64
spill_SC,2398,80,5242880,4194304,7,500,64
merge_SC,10,80,5242880,4194304,7,500,64
read_SC,774,80,5242880,4194304,7,500,64
collect_SC,225,80,5242880,4194304,7,500,64
spill_SC,2275,80,5242880,4194304,7,500,64
merge_SC,8,80,5242880,4194304,7,500,64
read_SC,731,80,5242880,4194304,7,500,64
collect_SC,234,80,5242880,4194304,7,500,64
spill_SC,2280,80,5242880,4194304,7,500,64
merge_SC,9,80,5242880,4194304,7,500,64
read_SC,747,90,5242880,4718592,7,500,64
collect_SC,290,90,5242880,4718592,7,500,64
spill_SC,2762,90,5242880,4718592,7,500,64
merge_SC,8,90,5242880,4718592,7,500,64
read_SC,706,90,5242880,4718592,7,500,64
collect_SC,298,90,5242880,4718592,7,500,64
spill_SC,2630,90,5242880,4718592,7,500,64
merge_SC,8,90,5242880,4718592,7,500,64
read_SC,752,90,5242880,4718592,7,500,64
collect_SC,231,90,5242880,4718592,7,500,64
spill_SC,2440,90,5242880,4718592,7,500,64
merge_SC,13,90,5242880,4718592,7,500,64
read_SC,773,90,5242880,4718592,7,500,64
collect_SC,256,90,5242880,4718592,7,500,64
spill_SC,2302,90,5242880,4718592,7,500,64
merge_SC,9,90,5242880,4718592,7,500,64
write_SC,632,90,5242880,4718592,7,500,64
shuffle_SC,5140,90,5242880,4718592,7,500,64
write_SC,678,90,5242880,4718592,7,500,64
shuffle_SC,1661,90,5242880,4718592,7,500,64
read_SC,735,90,5242880,4718592,7,500,64
collect_SC,270,90,5242880,4718592,7,500,64
spill_SC,2552,90,5242880,4718592,7,500,64
merge_SC,9,90,5242880,4718592,7,500,64
read_SC,750,90,5242880,4718592,7,500,64
collect_SC,295,90,5242880,4718592,7,500,64
spill_SC,2773,90,5242880,4718592,7,500,64
merge_SC,8,90,5242880,4718592,7,500,64
read_SC,702,90,5242880,4718592,7,500,64
collect_SC,280,90,5242880,4718592,7,500,64
spill_SC,2746,90,5242880,4718592,7,500,64
merge_SC,8,90,5242880,4718592,7,500,64
read_SC,754,90,5242880,4718592,7,500,64
collect_SC,257,90,5242880,4718592,7,500,64
spill_SC,2531,90,5242880,4718592,7,500,64
merge_SC,8,90,5242880,4718592,7,500,64
write_SC,651,90,5242880,4718592,7,500,64
shuffle_SC,1723,90,5242880,4718592,7,500,64
write_SC,648,90,5242880,4718592,7,500,64
shuffle_SC,1644,90,5242880,4718592,7,500,64
write_SC,648,90,5242880,4718592,7,500,64
shuffle_SC,1665,90,5242880,4718592,7,500,64
write_SC,654,90,5242880,4718592,7,500,64
shuffle_SC,2057,90,5242880,4718592,7,500,64
write_SC,676,90,5242880,4718592,7,500,64
shuffle_SC,1655,90,5242880,4718592,7,500,64
write_SC,636,90,5242880,4718592,7,500,64
shuffle_SC,1660,90,5242880,4718592,7,500,64
read_SC,148,100,5242880,5242880,7,500,64
write_SC,2719,100,5242880,5242880,7,500,64
read_SC,184,100,5242880,5242880,7,500,64
write_SC,2621,100,5242880,5242880,7,500,64
write_SC,272,10,7864320,786432,11,750,64
shuffle_SC,769,10,7864320,786432,11,750,64
write_SC,285,10,7864320,786432,11,750,64
shuffle_SC,805,10,7864320,786432,11,750,64
write_SC,298,10,7864320,786432,11,750,64
shuffle_SC,788,10,7864320,786432,11,750,64
write_SC,304,10,7864320,786432,11,750,64
shuffle_SC,808,10,7864320,786432,11,750,64
write_SC,267,10,7864320,786432,11,750,64
shuffle_SC,771,10,7864320,786432,11,750,64
read_SC,784,10,7864320,786432,11,750,64
collect_SC,97,10,7864320,786432,11,750,64
spill_SC,525,10,7864320,786432,11,750,64
merge_SC,9,10,7864320,786432,11,750,64
read_SC,826,10,7864320,786432,11,750,64
collect_SC,78,10,7864320,786432,11,750,64
spill_SC,552,10,7864320,786432,11,750,64
merge_SC,10,10,7864320,786432,11,750,64
read_SC,780,10,7864320,786432,11,750,64
collect_SC,76,10,7864320,786432,11,750,64
spill_SC,532,10,7864320,786432,11,750,64
merge_SC,8,10,7864320,786432,11,750,64
read_SC,772,10,7864320,786432,11,750,64
collect_SC,84,10,7864320,786432,11,750,64
spill_SC,523,10,7864320,786432,11,750,64
merge_SC,8,10,7864320,786432,11,750,64
read_SC,766,10,7864320,786432,11,750,64
collect_SC,98,10,7864320,786432,11,750,64
spill_SC,529,10,7864320,786432,11,750,64
merge_SC,24,10,7864320,786432,11,750,64
read_SC,780,10,7864320,786432,11,750,64
collect_SC,112,10,7864320,786432,11,750,64
spill_SC,562,10,7864320,786432,11,750,64
merge_SC,10,10,7864320,786432,11,750,64
read_SC,769,10,7864320,786432,11,750,64
collect_SC,71,10,7864320,786432,11,750,64
spill_SC,524,10,7864320,786432,11,750,64
merge_SC,9,10,7864320,786432,11,750,64
read_SC,684,10,7864320,786432,11,750,64
collect_SC,58,10,7864320,786432,11,750,64
spill_SC,506,10,7864320,786432,11,750,64
merge_SC,11,10,7864320,786432,11,750,64
read_SC,624,10,7864320,786432,11,750,64
collect_SC,66,10,7864320,786432,11,750,64
spill_SC,530,10,7864320,786432,11,750,64
merge_SC,8,10,7864320,786432,11,750,64
write_SC,281,10,7864320,786432,11,750,64
shuffle_SC,814,10,7864320,786432,11,750,64
write_SC,304,10,7864320,786432,11,750,64
shuffle_SC,789,10,7864320,786432,11,750,64
read_SC,828,10,7864320,786432,11,750,64
collect_SC,90,10,7864320,786432,11,750,64
spill_SC,552,10,7864320,786432,11,750,64
merge_SC,19,10,7864320,786432,11,750,64
read_SC,786,10,7864320,786432,11,750,64
collect_SC,112,10,7864320,786432,11,750,64
spill_SC,522,10,7864320,786432,11,750,64
merge_SC,8,10,7864320,786432,11,750,64
write_SC,255,10,7864320,786432,11,750,64
shuffle_SC,8541,10,7864320,786432,11,750,64
read_SC,717,10,7864320,786432,11,750,64
collect_SC,52,10,7864320,786432,11,750,64
spill_SC,529,10,7864320,786432,11,750,64
merge_SC,9,10,7864320,786432,11,750,64
read_SC,763,20,7864320,1572864,11,750,64
collect_SC,121,20,7864320,1572864,11,750,64
spill_SC,763,20,7864320,1572864,11,750,64
merge_SC,13,20,7864320,1572864,11,750,64
read_SC,771,20,7864320,1572864,11,750,64
collect_SC,143,20,7864320,1572864,11,750,64
spill_SC,812,20,7864320,1572864,11,750,64
merge_SC,8,20,7864320,1572864,11,750,64
read_SC,747,20,7864320,1572864,11,750,64
collect_SC,107,20,7864320,1572864,11,750,64
spill_SC,790,20,7864320,1572864,11,750,64
merge_SC,8,20,7864320,1572864,11,750,64
read_SC,764,20,7864320,1572864,11,750,64
collect_SC,101,20,7864320,1572864,11,750,64
spill_SC,826,20,7864320,1572864,11,750,64
merge_SC,10,20,7864320,1572864,11,750,64
read_SC,807,20,7864320,1572864,11,750,64
collect_SC,108,20,7864320,1572864,11,750,64
spill_SC,776,20,7864320,1572864,11,750,64
merge_SC,10,20,7864320,1572864,11,750,64
read_SC,836,20,7864320,1572864,11,750,64
collect_SC,105,20,7864320,1572864,11,750,64
spill_SC,803,20,7864320,1572864,11,750,64
merge_SC,8,20,7864320,1572864,11,750,64
write_SC,357,20,7864320,1572864,11,750,64
shuffle_SC,985,20,7864320,1572864,11,750,64
write_SC,374,20,7864320,1572864,11,750,64
shuffle_SC,960,20,7864320,1572864,11,750,64
write_SC,400,20,7864320,1572864,11,750,64
shuffle_SC,976,20,7864320,1572864,11,750,64
write_SC,385,20,7864320,1572864,11,750,64
shuffle_SC,986,20,7864320,1572864,11,750,64
write_SC,388,20,7864320,1572864,11,750,64
shuffle_SC,992,20,7864320,1572864,11,750,64
write_SC,374,20,7864320,1572864,11,750,64
shuffle_SC,997,20,7864320,1572864,11,750,64
read_SC,662,20,7864320,1572864,11,750,64
collect_SC,100,20,7864320,1572864,11,750,64
spill_SC,760,20,7864320,1572864,11,750,64
merge_SC,9,20,7864320,1572864,11,750,64
write_SC,397,20,7864320,1572864,11,750,64
shuffle_SC,992,20,7864320,1572864,11,750,64
read_SC,716,20,7864320,1572864,11,750,64
collect_SC,111,20,7864320,1572864,11,750,64
spill_SC,760,20,7864320,1572864,11,750,64
merge_SC,10,20,7864320,1572864,11,750,64
read_SC,608,20,7864320,1572864,11,750,64
collect_SC,93,20,7864320,1572864,11,750,64
spill_SC,727,20,7864320,1572864,11,750,64
merge_SC,8,20,7864320,1572864,11,750,64
read_SC,746,20,7864320,1572864,11,750,64
collect_SC,95,20,7864320,1572864,11,750,64
spill_SC,769,20,7864320,1572864,11,750,64
merge_SC,20,20,7864320,1572864,11,750,64
write_SC,309,20,7864320,1572864,11,750,64
shuffle_SC,8642,20,7864320,1572864,11,750,64
read_SC,737,20,7864320,1572864,11,750,64
collect_SC,123,20,7864320,1572864,11,750,64
spill_SC,860,20,7864320,1572864,11,750,64
merge_SC,8,20,7864320,1572864,11,750,64
read_SC,852,20,7864320,1572864,11,750,64
collect_SC,112,20,7864320,1572864,11,750,64
spill_SC,782,20,7864320,1572864,11,750,64
merge_SC,8,20,7864320,1572864,11,750,64
write_SC,469,30,7864320,2359296,11,750,64
shuffle_SC,1204,30,7864320,2359296,11,750,64
write_SC,498,30,7864320,2359296,11,750,64
shuffle_SC,1191,30,7864320,2359296,11,750,64
write_SC,410,30,7864320,2359296,11,750,64
shuffle_SC,1063,30,7864320,2359296,11,750,64
write_SC,403,30,7864320,2359296,11,750,64
shuffle_SC,2172,30,7864320,2359296,11,750,64
write_SC,1829,30,7864320,2359296,11,750,64
shuffle_SC,1180,30,7864320,2359296,11,750,64
write_SC,488,30,7864320,2359296,11,750,64
shuffle_SC,1203,30,7864320,2359296,11,750,64
write_SC,450,30,7864320,2359296,11,750,64
shuffle_SC,1152,30,7864320,2359296,11,750,64
read_SC,750,30,7864320,2359296,11,750,64
collect_SC,124,30,7864320,2359296,11,750,64
spill_SC,1044,30,7864320,2359296,11,750,64
